skin_name,image,price_min,price_max,price_min_stattrak,price_max_stattrak,weapon_name
Steel Disruption,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hbV9kZHBhdGRlbnNlX3NpbHZlcl9saWdodC5kNzI2NGQ4MjIxYjllNmIwZjE1MDg0NmVlOTNhOWZkZThkYmMyMDFiLnBuZw--/auto/auto/85/notrim/02dcde470e43e5ea3898a61af1698439.webp,$2.23,$2.67,$7.13,$9.06,Glock-18
Steel Disruption,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FtX2RkcGF0ZGVuc2Vfc2lsdmVyX2xpZ2h0LjViZmZhYzE1NzgzODMzYjgwMmQzY2Y2Njg2OTQwYTI1YmY0ZDJmYTUucG5n/auto/auto/85/notrim/f72630b1db091e7c2dd1f6ad7675bb6c.webp,$1.51,$1.90,$4.46,$5.34,P250
Stinger,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9nc19nM3NnMV92aXBlcl95ZWxsb3dfbGlnaHQuYjhiNWVlYzM3NTc5NGM5NDlkZjRmMTEzYThhODJiOTZjOTY0MTk3OC5wbmc-/auto/auto/85/notrim/9afd684b36e18b147522de8f7f0f3f0d.webp,$0.23,$1.01,$0.45,$2.40,G3SG1
Stone Cold,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nYWxpbGFyX2dzX2dhbGlsX25pZ2h0d2luZ19saWdodC4wOWE2N2ExNWExYzY5NjIzZGRjYjZhY2QwNjE2NzQ4NTRiYWMzY2UxLnBuZw--/auto/auto/85/notrim/daf4ef72d0fe2913ccce86764fa1e8dd.webp,$0.84,$5.26,$1.89,$17.85,Galil AR
Stone Mosaico,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfaHlfY2FuYWxzX3RpbGVfbGlnaHQuY2M0YmY3ZTBmYTY0ODJiZTQzZDZlNjExMTY3NGYyNTE5YmNiZjJmOS5wbmc-/auto/auto/85/notrim/713c55b1db08e9123f06b673b29c2ae5.webp,$1.24,$3.68,,,SCAR-20
Storm,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfc29fc3Rvcm1mcm9udF9saWdodC45NzhhYTk4MmRjMTVhNDBkNjQ5OWYzN2E3NTkzMTg3MzI4YmQyZjM2LnBuZw--/auto/auto/85/notrim/d4bbc813835685f3a2cacd1b0b5b578f.webp,$0.01,$0.36,$9.75,$429.10,AUG
Storm,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X3NvX3N0b3JtZnJvbnRfbGlnaHQuNTgwZDFhMGEwMTg3MWVlY2MyYzE2ZjgyMmI3ZjhjNGVjYmNkZjQyNi5wbmc-/auto/auto/85/notrim/fdb7745ec351cc837f9c3ec4993445cb.webp,$0.39,$12.44,$0.01,$2.59,MAG-7
Storm,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfc29fc3Rvcm1mcm9udF9saWdodC40ZmIzY2Y5YmNlN2M3MDBjNzE2ZTYxM2FlZjhmMTdhMWE5ZDMyNDY1LnBuZw--/auto/auto/85/notrim/32ac3e4373d108e7d0cd99496e8bfe7d.webp,$0.51,$27.64,$0.08,$9.41,MP9
Storm,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wOTBfc29fc3Rvcm1mcm9udF9saWdodC4zZGFjOTE0OTdlNDQwNzIxMGJmNWFlYWNkMWZmOTQ4MmI2NTBjN2FlLnBuZw--/auto/auto/85/notrim/1ca5ba5bd5318911f8f0178c214fe363.webp,$2.40,$16.94,$0.32,$20.24,P90
Storm,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfc29fc3Rvcm1mcm9udF9saWdodC4yODU1NjFmM2VjMTFiYmM3M2E4Y2MxYWVkY2E0ZDg0OWE0NDA0NjdiLnBuZw--/auto/auto/85/notrim/0a6064bfe83846d3b9bceaf36b2a3665.webp,$2.32,$9.52,$0.34,$20.40,SCAR-20
Strats,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9oeV92ZXJ0aWdvc3ByYXlfYmx1ZV9saWdodC44YzcxYmNkZjlkNmIzN2RkZjZhNjQwNmM3ZGI2ZTM5NTY2MWVlZjNiLnBuZw--/auto/auto/85/notrim/cd7b407db905bd31ce0bc6b7297df909.webp,$0.62,$1.03,$0.01,$0.08,MAC-10
Stymphalian,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfZ3NfYXVnX3N0eW1waGFsaWFuX2JpcmRzX2xpZ2h0LjFkMzBlZTU5NjUyZGNmNzkyODczMTFlMzBkNTE5NmUwZTg0ZjVjY2IucG5n/auto/auto/85/notrim/f442506e2db39dc6aeeaa68dac454ca0.webp,$0.99,$5.42,$1.52,$11.47,AUG
Styx,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9mYW1hc19hbV9udWNsZWFyX3NrdWxsczJfZmFtYXNfbGlnaHQuZDBhMDQ1YTM0MGQ2Mjg0MjQ1NzA2NzQ0MjZlNWQyNmE3NTVmYzI1Yy5wbmc-/auto/auto/85/notrim/02ba9a58a09447aa1709f22510d1723c.webp,$1.51,$6.65,$8.73,$55.28,FAMAS
Submerged,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tMjQ5X2N1X20yNDlfc2NhcmFiX2xpZ2h0LjJkZmQ2ZDcxMjJlZTBjMTg3ZGU1OGRmYTRhY2FjZGE2YjY5OGU5ZDUucG5n/auto/auto/85/notrim/0adfaf8eeef29d2825b912528f013d11.webp,$0.02,$0.09,$0.01,$0.09,M249
Sugar Rush,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nYWxpbGFyX2N1X2dhbGlsX2NhbmR5Y2hhb3NfbGlnaHQuY2RjZmYwMjdlM2Q5ZTU0MWQ3NmRiZTkyMTJjM2UwNTc0NDZiZmE4Mi5wbmc-/auto/auto/85/notrim/cf19a10d17b8f38f41444f29442f2ebe.webp,$34.44,$56.89,$56.52,$135.00,Galil AR
Sun in Leo,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfaHlfem9kaWFjMl9saWdodC5kYjc1NjcyN2ViOGUxODc3MGZlNjUzNmI0YmFhOTQzZjA1MjVjZTc0LnBuZw--/auto/auto/85/notrim/078704770762d35f7e65ccec44b9a613.webp,$15.79,$36.70,,,AWP
Sunbaked,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfZ3NfbXA3X3N0cm9uZV9saWdodC5jMTk5NTc5OTRkNmJmNmYyMGIxMTUxMmU1NTY1M2E0ZmRjZWFmMzkyLnBuZw--/auto/auto/85/notrim/18f27f2539ebc29eca2abdb0dc12c454.webp,$0.02,$0.10,$0.01,$0.22,MP7
Sundown,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9mYW1hc19zcF9wYWxtX3N1bnNldF9saWdodC4xZjJiNGQ5Nzc3N2FhZDQxYmQxODVkODljOGZkMjFlYTcyZjg1YmM2LnBuZw--/auto/auto/85/notrim/c51f905bd3457ec538346ed289947627.webp,$89.00,$96.43,,,FAMAS
Sunset Lily,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wOTBfc3BfYmxvb21fb3JhbmdlX2xpZ2h0LmRhMzhiZDU2ZTA4M2MzZTYwMTMzNGM1ZDYxYmRmNjFmYTc5NWIyYzAucG5n/auto/auto/85/notrim/5b0dc9d7581e257b748bbb21e69f196a.webp,$19.25,$23.02,,,P90
Sunset Storm 壱,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYW1fc2Vhc3Rvcm1fYmxvb2RfbGlnaHQuN2I1NzA1ZmZiODM3MjAxMDUxZTI4ZWM0ZmRlYWVhYmExYjYyZGE2Mi5wbmc-/auto/auto/85/notrim/b340cfe885e6aa7a10731e2ceccd684f.webp,$207.63,$438.12,,,Desert Eagle
Sunset Storm 弐,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYW1fc2Vhc3Rvcm1fc2hvam9fbGlnaHQuOTY5ODYwMTRiNDQ3ZWNkZGMyZDM2NDUxY2UyMGEyZTE1OGFmYjcyYi5wbmc-/auto/auto/85/notrim/5ca1c163dc7bb20ae8f9e41849fd19f1.webp,$212.11,$298.14,,,Desert Eagle
Superconductor,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3Nwb3J0eV9nbG92ZXNfc3BvcnR5X2xpZ2h0X2JsdWVfbGlnaHQuOWFiYjQxZmRmOTRkYjMwYmE0Y2EyMTcxM2ZiZDBlNDYxNzEyNTkzNC5wbmc-/auto/auto/85/notrim/1600f1208ca2e4940f4801a923a6700e.webp,$885.00,"$13,703.74",,,Sport Gloves
Supernova,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2N1X2JpdHRlcnN3ZWV0X2xpZ2h0LmJmOWIyZmFjNzkzYTczZTg2OWY4YzBiNzM0ZTk0YzBlYzAwMjFmMTAucG5n/auto/auto/85/notrim/52c68401bdf5d5bb43ab184be1bb79fe.webp,$0.53,$1.10,$1.33,$3.53,P250
Surfwood,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9zcF90d2lnc19iZWFjaF9saWdodC44NzFmNzYwMjJhYTY1ZjAyYzdhMjI1ZTBlNzIxZjczMzhhNDdiMWI4LnBuZw--/auto/auto/85/notrim/d879fb995f52d69d0acd5251e57aabdf.webp,$3.27,$3.94,,,MAC-10
Surveillance,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfYW1faW50ZWxsaWdlbmNlX2dyZXlfbGlnaHQuMzljZDgzZGUxZDAxNGI0MDliOTVlMDk3ZDg3ZWRiZDY5NmI2MjI2ZS5wbmc-/auto/auto/85/notrim/32a2bf3b17581cd04513deaa45c988c0.webp,$0.63,$0.70,,,AUG
Survivalist,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9yZXZvbHZlcl9jdV9yOF9zdXJ2aXZhbGlzdF9saWdodC5hOGIxMTBlMWEyNzIzZjA3NTkxMTJkZjVkMTU0OTE5YTZkNDM0YzFhLnBuZw--/auto/auto/85/notrim/a0eb23b139fa293e3d8296750c9b9e87.webp,$0.08,$0.34,$0.14,$1.00,R8 Revolver
Survivor Z,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9mYW1hc19jdV9mYW1hc19sZW50YV9saWdodC5kYmE2MmQ3YTkyZGZjMzhjNzQ4NWFiM2Q3OTMwMzQ1OTUxNDlkNzVlLnBuZw--/auto/auto/85/notrim/64d26d60737375029b777b2ea7435bd2.webp,$0.09,$0.40,$0.37,$1.36,FAMAS
SWAG-7,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X2FxX21hZzdfc3dhZzdfbGlnaHQuMmQ2YTliMThhMmE3MDM0ZGMyMjZjZDJlMWI4ODFlYzM4MjgxYjk1Yy5wbmc-/auto/auto/85/notrim/8e34e3541b3f30f002f271c58e3b5aa2.webp,$0.17,$1.03,$0.28,$3.19,MAG-7
Sweeper,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfc3BfbWVzaF9zYWZldHlibGFja19saWdodC4zNjVmOTdjMjQ4OTBkY2VkMDM3MDM0NzVlMTBkZjQzYTUzZmU5YzZiLnBuZw--/auto/auto/85/notrim/d7077e6a3338dba79f6d3a4a991feffb.webp,$0.01,$0.11,,,AUG
Switch Board,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9oeV9udW1iZXJzX2dyZWVuX2xpZ2h0LjY0NDlmZjRlMjBlN2M4MjIzZjMwN2U3OWUwMDk0ZTM3OTNkZjBhNjAucG5n/auto/auto/85/notrim/dc5d7bbd597c1330046aa8329b4ac731.webp,$3.98,$4.50,,,Dual Berettas
Syd Mead,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfZ3NfYXVnX3N5ZF9tZWFkX2xpZ2h0LjgzYWUxNmEzMDQ4MDg0NTdjMzRkYzZkYzI2NTQ3ZjM5ZGZkNDA5NTIucG5n/auto/auto/85/notrim/d5bd85a0ae01899ff06cf17fd52f738b.webp,$0.97,$6.16,$2.06,$15.15,AUG
Syndicate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9jejc1YV9nc190cmFpbl9jejc1X2xpZ2h0LmVkNGYwNmVkZDQ0Nzg0ZTkzNDk0YzI1MzA5MGRhODFmMjkxODhkNzUucG5n/auto/auto/85/notrim/197d6bdcd7462d7f6a2fbc2dbee15c51.webp,$3.32,$6.27,,,CZ75-Auto
Synth Leaf,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19oeV9sZWFmX2JsdWVfbGlnaHQuYjNjZGQwYWY1NzM3MTkwMDAxYmU1MDMxNjZlNmY1ZjhmZGM1Y2Q3NS5wbmc-/auto/auto/85/notrim/5305dd1f1a5c07a64b01c28015b52f2b.webp,$243.35,$341.02,,,Glock-18
System Lock,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tMjQ5X2N1X20yNDlfc2VrdG9yX2xpZ2h0LmI0Nzc4ZGVlZWEwM2FmMWFhZTFkMjhlM2RhNWFhNWE5ODVmMjZiMmUucG5n/auto/auto/85/notrim/be873a85e2107171a7a339b95608c450.webp,$0.09,$0.39,$0.28,$1.37,M249
Tacticat,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9jejc1YV9nc19jejc1X3RhY3RpY2F0X2xpZ2h0LmRhNjYzYzYyN2RhNzgyMzIxOGM4ZDRmMjM4NDUxODc2YTVmYTEzMDQucG5n/auto/auto/85/notrim/838f8e9fba695621ca2de1791a81cae5.webp,$0.27,$1.13,$0.61,$3.22,CZ75-Auto
Tall Grass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfaHlfZHJ5d29vZF9ncmVlbl9saWdodC5jZGE2ZGYyOTVlNTQxYTg4NDk0Yjg0YzA0ZWIyODk4ZDI0MDViYjY2LnBuZw--/auto/auto/85/notrim/3a61ef40e7b7ac030e0657a88e687b7d.webp,$2.63,$3.64,$0.02,$0.21,MP7
Target Acquired,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfYW1faW50ZWxsaWdlbmNlX21hZ2VudGFfbGlnaHQuMTBhN2I1MmQ4YzQxMTliYmNlOGU4OTk5MWRhZGJkZDg2OTYxZmZkNy5wbmc-/auto/auto/85/notrim/a88bb50338e3a1f20e0c2c054cb101d8.webp,$124.98,$188.39,,,USP-S
Tatter,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9jdV9rb3J1cHRfbGlnaHQuMWIyZDBmM2NjNDQzNDMxMmU0ZjhhMTVjMDZhNmFmNzQ3ZDg2NWE3NS5wbmc-/auto/auto/85/notrim/9209f3fbdfc7e713f8c5fdbbf5f4beb2.webp,$5.99,$9.97,$9.26,$14.26,MAC-10
Teal Blossom,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfc3BfYnVkX2dyZWVuX2xpZ2h0LjM1NjcyNDk5ZGE3ZTMxNGQ4MTc0MjM5YWNmZjA5YjkyYmQyNjBlNTcucG5n/auto/auto/85/notrim/7d74ebe92d6606736525c14225ea0094.webp,$88.79,$132.11,,,MP7
Teardown,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9mYW1hc19zcF9tZXNoX2hvdF9hbmRfY29sZF9saWdodC43MzUyZjBjNDk3M2UyZjljNDdjOTY4YWY3MjVmYWI3OWU0NGRiMzQxLnBuZw--/auto/auto/85/notrim/8cf58bdf69f43a531bc401f3f4d73b06.webp,$0.12,$0.41,$43.49,"$1,084.18",FAMAS
Teardown,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wOTBfc3BfbWVzaF9ob3RfYW5kX2NvbGRfbGlnaHQuZDNiNjM5NGViY2YzMTA3YmQ5MGUxMzljYTA3OTI0NWY3NzhiMDkyMi5wbmc-/auto/auto/85/notrim/0500c6459e0c3018210fff3db33b4f43.webp,$0.10,$0.36,$73.13,$912.23,P90
Teclu Burner,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl94bTEwMTRfYXFfeG0xMDE0X2hvdF9yb2RfbGlnaHQuZGU3OGNmNzcyMWViNDNhZGI2ZDdkYWE4ZTgwZDc5YmJlMGU1NzlhNC5wbmc-/auto/auto/85/notrim/a65f1810919d93866f30414cc0dcfc0d.webp,$0.50,$1.93,$1.47,$5.24,XM1014
Tempest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX2h5X3NlYXNpZGVfYnJhdm9fbGlnaHQuNjI1MWIwMDVlYTQ3NWUyMGNkODMyNmRhMTFiYjM0MTZlMzZlYTQ5YS5wbmc-/auto/auto/85/notrim/f9dc64a6822e0b8579af670629d3ab78.webp,$7.20,$13.61,$5.54,$31.62,Nova
Temukau,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2N1X200YTRfdGVtdWthdV9saWdodC40MWIxZDU1NmY1MTBjZWY0ZmM3MDAwN2Y4ZjNmMzViNzI5MjQzMjc5LnBuZw--/auto/auto/85/notrim/a2ed4d47e8b2c878aa7c61ce39a383b5.webp,$5.04,$104.88,$13.55,$210.91,M4A4
Terrace,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2h5X2dlb21ldHJpY19zdGVwc195ZWxsb3dfbGlnaHQuMjFhMjRmNGYzYThmMWZhN2ViNzg2YmViMjYwYzAwOTkwMGE1N2U0Mi5wbmc-/auto/auto/85/notrim/362630d6bcdc910ce3fd77a88ae60913.webp,$97.90,$115.48,,,Tec-9
Terrain,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9zcF9uZWdldl90dXJxX3RlcnJhaW5fbGlnaHQuNDE4YWIxNWZkOGMwZTc4NDQ4NWIwNGQzYTMzOTY3ODBkZTc0NjBlZS5wbmc-/auto/auto/85/notrim/e3b1bc55bbd0b8563b32169a166ae91d.webp,$0.24,$0.41,$0.46,$1.16,Negev
The Battlestar,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2dzX200YTRfcGlvbmVlcl9saWdodC5jNjBmYjdhYzA4NWE5ZDYxMWVjMTc0MjM0ZTNkMWY1MDhmODUyZmExLnBuZw--/auto/auto/85/notrim/c05b98045a58fac1213476c6e305b3e8.webp,$2.95,$7.90,$11.50,$38.09,M4A4
The Bronze,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYW1fbnVtYmVyc19icm9uemVfbGlnaHQuYmVjNzE0OGM0YmZiMWRhMmY5MzZiMjM0ZWVlZDdkZDJiMTI2ODJmOS5wbmc-/auto/auto/85/notrim/6ffe863697d7d8951b6d21008762d9f6.webp,$3.99,$4.59,,,Desert Eagle
